CODIGO;GRUP;ESTMIN  ;ESTAMAX  ;SALDO   ;PRECOCUSTO ;PREVENDA;UN;CUSTOMED;DESCRICAO
002065;PARAF.FENDA 5,5X40  1 1/2X12                      ;0028;00003000;00000000;00019600;000000000898;00000015;UN;00000003
002066;PARAF.FENDA 5,5X50  2X12                          ;0028;00003000;00000000;00014800;000000001130;00000020;UN;00000003
002067;PARAF.FENDA 5,5X55  21/4X12                       ;0028;00003000;00000000;00006500;000000001205;00000020;UN;00000005
002068;PARAF.FENDA 5,5X65  21/2X12                       ;0028;00003000;00000000;00021200;000000001312;00000030;UN;00000004
002069;PARAF.FENDA 5,5X75  3X12                          ;0028;00003000;00000000;00007500;000000001525;00000035;UN;00000005
002070;PARAF.FENDA 6,1X90 31/2X14                        ;0028;00003000;00000000;00007800;000000002175;00000040;UN;00000009
002071;PARAF.FENDA 6,1X100  4X14                         ;0028;00003000;00000000;00007600;000000002596;00000040;UN;00000009
002072;CHAVE COMBINADA 08MM                              ;0016;00000000;00000000;00000400;000000020200;00000400;UN;00000000
002073;CHAVE COMBINADA 09MM                              ;0016;00000000;00000000;00000700;000000023800;00000440;UN;00000000
002074;CHAVE COMBINADA 16MM                              ;0016;00000000;00000000;00000300;000000031800;00000820;UN;00000000
002075;BOLA NATAL INQ.30MM VERMELHA                      ;0047;00000300;00000000;00000000;000000002075;00000035;UN;00000016
002076;CHAVE COMBINADA 17MM                              ;0016;00000000;00000000;00000500;000000038880;00000860;UN;00000000
002077;CHAVE COMBINADA 14MM                              ;0016;00000000;00000000;00000600;000000034700;00000730;UN;00000000
002078;CHAVE COMBINADA 11MM                              ;0016;00000000;00000000;00000200;000000025700;00000520;UN;00000000
002079;CHAVE COMBINADA 12MM                              ;0016;00000000;00000000;00000800;000000024140;00000570;UN;00000000
002080;CHAVE COMBINADA 13MM                              ;0016;00000000;00000000;00000700;000000026000;00000650;UN;00000000
002081;ENCORDOAMENTO P/VIOLAO                            ;0018;00000000;00000000;00000100;000000082451;00001290;UN;00000000
002082;GLASURIT LATEX ACRIL 18LT TREVO DA SORTE          ;0023;00000000;00000000;00000100;000000878800;00014490;UN;00000000
002083;CABO P/CAVADEIRA                                  ;0016;00000000;00000000;00000500;000000046733;00000750;UN;00000000
002084;GROSA 1/2 CANA BAST.10"STARFER                    ;0016;00000000;00000000;00000000;000000062500;00000940;UN;00000000
002085;PINO 3 SAIDAS ILUMI 10AMP.REF:1215                ;0022;00000000;00000000;00000000;000000016713;00000390;UN;00000000
002086;LIBECOR SAIA JEANS REF 315                        ;0005;00000000;00000000;00000600;000000132000;00002100;UN;00000000
002087;PENEIRA A.PLAST.ARROZ 55                          ;0016;00000000;00000000;00000400;000000104366;00001580;UN;00000000
002088;TANQUE INOX CLASSINOX APTO SIMP.                  ;0027;00000000;00000000;00000000;000001379500;00028790;UN;00001690
002089;TRINCHA ROMA 1"                                   ;0023;00000000;00000000;00001500;000000013100;00000195;UN;00000000
002090;LIBECOR JARDINEIRA INF.REF 205                    ;0005;00000000;00000000;00000400;000000178000;00002990;UN;00000000
002091;VERNIZ SUVINIL T.F.SOLAR 3600ML                   ;0023;00000000;00000000;00000000;000000458500;00006900;UN;00000000
002092;TORNO BANCADA N3 STARFER                          ;0016;00000000;00000000;00000000;000000558000;00008490;UN;00000000
002093;DIVISOR P/ANTENA COLETIVA 1X3 4009                ;0022;00000000;00000000;00000900;000000027000;00000420;UN;00000691
002094;CONJ.ILUMI 4X2 CINZA 2TC SIMPLES                  ;0022;00000000;00000000;00000700;000000037700;00000760;UN;00000314
002095;ARRUELA ZAMACK 1 1/2                              ;0022;00000000;00000000;00005200;000000007378;00000115;UN;00000000
002096;VASO RED.TELHA MEDIO                              ;0024;00000000;00000000;00000000;000000037200;00000590;UN;00000000
002097;LIXINHO C/TAMPA 3LT                               ;0007;00000000;00000000;00000000;000000017500;00000260;UN;00000777
002098;CAL€AO NYLON JUVENIL                              ;0005;00000000;00000000;00000500;000000026500;00000600;UN;00000265
002099;CAIXA ISOPOR  08LT                                ;0012;00000000;00000000;00000100;000000082500;00001240;UN;00000796
002100;CAIXA NITRONBOX BAU 4,3LT                         ;0007;00000000;00000000;00000000;000000079400;00001190;UN;00000683
002101;TRINCHA ROMA 3/4                                  ;0023;00000000;00000000;00002500;000000009800;00000150;UN;00000000
002102;CAIXA NITRONBOX BAU 2LT                           ;0007;00000000;00000000;00000000;000000054000;00000810;UN;00000000
002103;CAIXA NITRONBOX BAU 6LT                           ;0007;00000000;00000000;00000000;000000121100;00001820;UN;00000000
002104;FORMA P/GELO                                      ;0007;00000000;00000000;00000000;000000016200;00000240;UN;00000000
002105;ORGANIZA TUDO PEQ.                                ;0007;00000000;00000000;00000300;000000029600;00000450;UN;00000000
002106;CAIXA NITRONBOX BAU 20LT                          ;0007;00000000;00000000;00000000;000000304700;00004590;UN;00000000
002107;ANEL CERA VEDACAO P/VASO C/GUIA                   ;0021;00000000;00000000;00000500;000000059600;00000895;UN;00000000
002108;PA DE MADEIRA P/DOCES 35CM                        ;0007;00000000;00000000;00000800;000000015823;00000240;UN;00000000
002109;FORMA P/GELO-GARRAFA                              ;0007;00000000;00000000;00000600;000000016800;00000250;UN;00000000
002110;CABO COAXIAL TRIPOLAR 47%                         ;0022;00000000;00000000;00026200;000000004295;00000100;UN;00000000
002111;TRINCHA ROMA 1/2                                  ;0023;00000000;00000000;00003200;000000006800;00000110;UN;00000000
002112;SUNGA BORDAMAT ADULTO                             ;0005;00000000;00000000;00000100;000000073472;00001290;UN;00000000
002113;CANTONEIRA P/PRAT.ROCHA 04X06                     ;0017;00000000;00000000;00002200;000000004500;00000210;UN;00000000
002114;CAMISETA BORDAMAT JUVENIL 100%POL.                ;0005;00000000;00000000;00000300;000000047200;00000890;UN;00000000
002115;CANTONEIRA P/PRAT.ROCHA 06X08                     ;0017;00000000;00000000;00000000;000000005500;00000330;UN;00000000
002116;APARADOR GRAMA TRAMONTINA 300/127                 ;0016;00000300;00000000;00000100;000001121300;00016890;UN;00000000
002117;APARADOR GRAMA TRAMONTINA 500/127                 ;0016;00000300;00000000;00000000;000001451100;00021790;UN;00000583
002118;DELACRYL PISOS 3,600LT CINZA MEDIO                ;0023;00000300;00000000;00000000;000000230200;00003790;UN;00000000
002119;SERRA MARMORE FAMASTIL 127V 1200W                 ;0016;00000300;00000000;00000000;000001539000;00023090;UN;00000000
002120;PARAFUSADEIRA B&D BATERIA 3,6V BIV 9036           ;0016;00000300;00000000;00000000;000000654400;00009690;UN;00000000
